,Unnamed: 0,Unnamed: 0.1,tweet_id,timestamp,dog_name,doggo,floofer,pupper,puppo,api_favorite_count,api_lang,api_retweet_count,img_jpg_url,img_img_num,img_p1,img_p1_conf,img_p1_dog,img_p2,img_p2_conf,img_p2_dog,img_p3,img_p3_conf,img_p3_dog,rating,followers_count,statuses_count,friends_count,float_rating,just_date
163,164,208,852311364735569921,2017-04-13 00:03:59,Wiggles,None,None,None,None,31872.0,en,9457.0,https://pbs.twimg.com/media/C9QEqZ7XYAIR7fS.jpg,1.0,barbell,0.971581,False,dumbbell,0.028417900000000006,False,go-kart,5.59504e-07,False,13/10,8877191.0,13020.0,19.0,1.3,2017-04-13
164,165,209,852226086759018497,2017-04-12 18:25:07,General,None,None,None,None,19255.0,en,6518.0,https://pbs.twimg.com/ext_tw_video_thumb/852223481894903808/pu/img/JWNq40ol4DXvHoUP.jpg,1.0,prison,0.352793,False,dishwasher,0.110723,False,file,0.094112,False,14/10,8877191.0,13020.0,19.0,1.4,2017-04-12
165,166,210,852189679701164033,2017-04-12 16:00:27,Sailor,None,None,None,None,11036.0,en,1511.0,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,1.0,barrow,0.42315,False,Bernese_mountain_dog,0.415374,True,EntleBucher,0.0673454,True,12/10,8877191.0,13020.0,19.0,1.2,2017-04-12
166,168,213,851591660324737024,2017-04-11 00:24:08,None,None,None,None,None,15678.0,en,3305.0,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1.0,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True,11/10,8877191.0,13020.0,19.0,1.1,2017-04-11
167,169,214,851464819735769094,2017-04-10 16:00:07,Iggy,None,None,None,None,23378.0,en,6737.0,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,2.0,web_site,0.919649,False,menu,0.0263061,False,crossword_puzzle,0.00348151,False,14/10,8877191.0,13020.0,19.0,1.4,2017-04-10
168,170,215,851224888060895234,2017-04-10 00:06:42,Snoop,None,None,None,None,19970.0,en,5483.0,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg,3.0,car_mirror,0.971512,False,seat_belt,0.00706346,False,standard_poodle,0.00568265,True,13/10,8877191.0,13020.0,19.0,1.3,2017-04-10
169,171,216,850753642995093505,2017-04-08 16:54:09,Kyle,None,None,None,None,29684.0,en,8667.0,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1.0,pug,0.996952,True,bull_mastiff,0.000995901,True,French_bulldog,0.00088338,True,11/10,8877191.0,13020.0,19.0,1.1,2017-04-08
170,172,217,850380195714523136,2017-04-07 16:10:12,Leo,None,None,None,None,12659.0,en,2487.0,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1.0,Yorkshire_terrier,0.249012,True,Maltese_dog,0.166364,True,Shih-Tzu,0.142254,True,13/10,8877191.0,13020.0,19.0,1.3,2017-04-07
171,173,219,850145622816686080,2017-04-07 00:38:06,Riley,None,None,None,None,15776.0,en,3624.0,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,2.0,tennis_ball,0.7147979999999999,False,kelpie,0.10539,True,malinois,0.058552699999999985,True,11/10,8877191.0,13020.0,19.0,1.1,2017-04-07
172,174,220,850019790995546112,2017-04-06 16:18:05,Boomer,None,None,pupper,None,19739.0,en,4655.0,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3.0,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.05233530000000002,True,12/10,8877191.0,13020.0,19.0,1.2,2017-04-06
173,175,221,849776966551130114,2017-04-06 00:13:11,None,None,None,None,None,29366.0,en,7256.0,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,2.0,Chihuahua,0.292092,True,toy_terrier,0.136852,True,bonnet,0.103111,False,12/10,8877191.0,13020.0,19.0,1.2,2017-04-06
174,176,223,849412302885593088,2017-04-05 00:04:08,Noosh,None,None,None,None,15359.0,en,3014.0,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,4.0,schipperke,0.907559,True,crossword_puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True,12/10,8877191.0,13020.0,19.0,1.2,2017-04-05
175,177,224,849336543269576704,2017-04-04 19:03:06,None,None,None,None,None,11057.0,en,1814.0,https://pbs.twimg.com/media/C8lzFC4XcAAQxB4.jpg,1.0,patio,0.521788,False,prison,0.149544,False,restaurant,0.0271526,False,11/10,8877191.0,13020.0,19.0,1.1,2017-04-04
176,178,225,849051919805034497,2017-04-04 00:12:06,Kevin,None,None,None,None,40979.0,en,8112.0,https://pbs.twimg.com/media/C8hwNxbXYAAwyVG.jpg,1.0,fountain,0.997509,False,American_black_bear,0.00141312,False,sundial,0.000681115,False,13/10,8877191.0,13020.0,19.0,1.3,2017-04-04
177,179,226,848690551926992896,2017-04-03 00:16:10,None,None,None,None,None,24404.0,en,4156.0,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1.0,flat-coated_retriever,0.8236479999999999,True,Newfoundland,0.100571,True,groenendael,0.0383097,True,12/10,8877191.0,13020.0,19.0,1.2,2017-04-03
178,180,227,848324959059550208,2017-04-02 00:03:26,Odin,None,None,None,None,23941.0,en,4443.0,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,1.0,malamute,0.5445760000000001,True,Siberian_husky,0.290268,True,Eskimo_dog,0.154421,True,12/10,8877191.0,13020.0,19.0,1.2,2017-04-02
179,182,231,847971574464610304,2017-04-01 00:39:12,None,None,None,None,None,0.0,en,420.0,https://pbs.twimg.com/media/C8SZH1EWAAAIRRF.jpg,1.0,coffee_mug,0.633652,False,cup,0.273392,False,toilet_tissue,0.0666558,False,13/10,8877191.0,13020.0,19.0,1.3,2017-04-01
180,184,233,847842811428974592,2017-03-31 16:07:33,Rontu,None,None,None,None,5256.0,en,1270.0,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,1.0,Bernese_mountain_dog,0.951337,True,Greater_Swiss_Mountain_dog,0.0168491,True,Appenzeller,0.0108492,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-31
181,185,235,847606175596138505,2017-03-31 00:27:14,Cannon,None,None,None,None,18230.0,en,3295.0,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg,1.0,Cardigan,0.413688,True,Boston_bull,0.381836,True,doormat,0.0658678,False,12/10,8877191.0,13020.0,19.0,1.2,2017-03-31
182,186,236,847251039262605312,2017-03-30 00:56:03,Furzey,None,None,None,None,19917.0,en,4163.0,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1.0,Airedale,0.49538,True,Irish_terrier,0.316456,True,Lakeland_terrier,0.15853299999999998,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-30
183,187,237,847157206088847362,2017-03-29 18:43:12,Daisy,None,None,None,None,19298.0,en,5633.0,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,2.0,Staffordshire_bullterrier,0.21960900000000005,True,American_Staffordshire_terrier,0.178671,True,pug,0.123271,True,11/10,8877191.0,13020.0,19.0,1.1,2017-03-29
184,188,238,847116187444137987,2017-03-29 16:00:12,None,None,None,None,None,20856.0,en,3062.0,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg,1.0,white_wolf,0.128935,False,American_Staffordshire_terrier,0.113434,True,dingo,0.0812314,False,11/10,8877191.0,13020.0,19.0,1.1,2017-03-29
185,189,239,846874817362120707,2017-03-29 00:01:05,Tuck,None,None,None,None,19505.0,en,3774.0,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,2.0,Shetland_sheepdog,0.450539,True,papillon,0.187928,True,collie,0.140068,True,13/10,8877782.0,13020.0,19.0,1.3,2017-03-29
186,190,240,846514051647705089,2017-03-28 00:07:32,Barney,doggo,None,None,None,43304.0,en,11091.0,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2.0,golden_retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk_terrier,0.0529553,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-28
187,191,242,846153765933735936,2017-03-27 00:15:53,Vixen,None,None,None,None,30666.0,en,8685.0,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1.0,giant_schnauzer,0.346468,True,flat-coated_retriever,0.21845100000000006,True,Labrador_retriever,0.10802,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-27
188,192,244,846042936437604353,2017-03-26 16:55:29,Jarvis,None,None,None,None,15541.0,en,2758.0,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,1.0,golden_retriever,0.96111,True,Labrador_retriever,0.0166952,True,Tibetan_mastiff,0.00908153,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-26
189,193,245,845812042753855489,2017-03-26 01:38:00,None,None,None,None,None,28418.0,en,8363.0,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,1.0,Samoyed,0.979803,True,chow,0.0159226,True,white_wolf,0.00130279,False,13/10,8877191.0,13020.0,19.0,1.3,2017-03-26
190,194,246,845677943972139009,2017-03-25 16:45:08,None,None,None,None,None,24534.0,en,4633.0,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,1.0,chow,0.8086810000000001,True,groenendael,0.123141,True,Newfoundland,0.0221432,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-25
191,195,248,845397057150107648,2017-03-24 22:08:59,Mimosa,doggo,None,None,None,7420.0,en,1724.0,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1.0,Dandie_Dinmont,0.394404,True,Maltese_dog,0.186537,True,West_Highland_white_terrier,0.181985,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-24
192,196,249,845306882940190720,2017-03-24 16:10:40,Pickles,None,None,pupper,None,22715.0,en,5183.0,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1.0,Irish_water_spaniel,0.567475,True,Labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-24
193,197,251,844979544864018432,2017-03-23 18:29:57,None,None,None,None,None,13299.0,en,2457.0,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg,3.0,tennis_ball,0.999281,False,racket,0.00037008,False,Shetland_sheepdog,0.000132068,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-23
194,198,252,844973813909606400,2017-03-23 18:07:10,Brady,None,None,None,None,14655.0,en,3058.0,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1.0,Labrador_retriever,0.742421,True,golden_retriever,0.195218,True,Chihuahua,0.017320099999999998,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-23
195,199,254,844580511645339650,2017-03-22 16:04:20,Charlie,None,None,None,None,16045.0,en,3004.0,https://pbs.twimg.com/media/C7iNfq1W0AAcbsR.jpg,1.0,washer,0.903064,False,dishwasher,0.032489,False,printer,0.0164562,False,11/10,8877191.0,13020.0,19.0,1.1,2017-03-22
196,200,255,844223788422217728,2017-03-21 16:26:50,Margo,None,None,None,None,13327.0,en,2111.0,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1.0,Labrador_retriever,0.71951,True,Chesapeake_Bay_retriever,0.122019,True,Newfoundland,0.0388276,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-21
197,201,257,843856843873095681,2017-03-20 16:08:44,Sadie,None,None,None,None,20931.0,en,4465.0,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,1.0,Labrador_retriever,0.92254,True,golden_retriever,0.0743578,True,Great_Pyrenees,0.00232495,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-20
198,202,258,843604394117681152,2017-03-19 23:25:35,Hank,None,None,None,None,16472.0,en,2647.0,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,1.0,Labrador_retriever,0.430583,True,golden_retriever,0.263581,True,Great_Pyrenees,0.179385,True,11/10,8877191.0,13020.0,19.0,1.1,2017-03-19
199,203,259,843235543001513987,2017-03-18 22:59:54,Tycho,None,None,None,None,20985.0,en,5813.0,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,1.0,Pembroke,0.958452,True,Cardigan,0.0237699,True,Chihuahua,0.00526936,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-18
200,204,261,842846295480000512,2017-03-17 21:13:10,Charlie,None,None,None,None,14932.0,en,3513.0,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1.0,Labrador_retriever,0.461076,True,golden_retriever,0.154946,True,Chihuahua,0.110249,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-17
201,205,262,842765311967449089,2017-03-17 15:51:22,Indie,None,None,None,None,6561.0,en,1227.0,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,1.0,tub,0.665238,False,bucket,0.105166,False,Labrador_retriever,0.0293399,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-17
202,206,263,842535590457499648,2017-03-17 00:38:32,Winnie,None,None,None,None,17706.0,en,3400.0,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1.0,Pembroke,0.685084,True,Cardigan,0.314608,True,basenji,0.000159824,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-17
203,207,264,842163532590374912,2017-03-16 00:00:07,George,None,None,None,None,23872.0,en,5595.0,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,2.0,French_bulldog,0.891227,True,soccer_ball,0.022811,False,bull_mastiff,0.012852,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-16
204,208,265,842115215311396866,2017-03-15 20:48:07,Bentley,None,None,None,None,13646.0,en,2924.0,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,1.0,chow,0.293493,True,Newfoundland,0.181336,True,schipperke,0.125152,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-15
205,209,266,841833993020538882,2017-03-15 02:10:39,Ken,None,None,None,None,0.0,en,14561.0,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,1.0,ice_bear,0.3362,False,Samoyed,0.201358,True,Eskimo_dog,0.186789,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-15
206,210,267,841680585030541313,2017-03-14 16:01:03,Penny,None,None,None,None,25192.0,en,7581.0,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,1.0,Chihuahua,0.547401,True,bow_tie,0.198361,False,Pembroke,0.0584925,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-14
207,211,268,841439858740625411,2017-03-14 00:04:30,None,None,None,None,None,12352.0,en,3559.0,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg,3.0,military_uniform,0.853684,False,Labrador_retriever,0.0481999,True,groenendael,0.0153944,True,14/10,8877191.0,13020.0,19.0,1.4,2017-03-14
208,212,270,841314665196081154,2017-03-13 15:47:01,Max,None,None,None,None,15510.0,en,4503.0,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1.0,Afghan_hound,0.903712,True,Saluki,0.035215,True,bloodhound,0.0265655,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-13
209,213,271,841077006473256960,2017-03-13 00:02:39,Dawn,None,None,None,None,22347.0,en,5143.0,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1.0,Brittany_spaniel,0.962985,True,Blenheim_spaniel,0.014819999999999996,True,clumber,0.00955711,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-13
210,215,276,840632337062862849,2017-03-11 18:35:42,Maddie,None,None,None,None,8804.0,en,1711.0,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1.0,golden_retriever,0.711148,True,cocker_spaniel,0.157929,True,Labrador_retriever,0.059581899999999986,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-11
211,216,277,840370681858686976,2017-03-11 01:15:58,None,None,None,None,None,16092.0,en,4426.0,https://pbs.twimg.com/media/C6mYrK0UwAANhep.jpg,1.0,teapot,0.981819,False,cup,0.014025799999999998,False,coffeepot,0.00242054,False,13/10,8877191.0,13020.0,19.0,1.3,2017-03-11
212,217,278,840268004936019968,2017-03-10 18:27:58,Monty,None,None,None,None,18846.0,en,5559.0,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3.0,Chesapeake_Bay_retriever,0.8639870000000001,True,Labrador_retriever,0.0526323,True,kelpie,0.0325736,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-10
213,218,279,839990271299457024,2017-03-10 00:04:21,Sojourner,None,None,None,None,13164.0,en,2208.0,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2.0,Staffordshire_bullterrier,0.604938,True,American_Staffordshire_terrier,0.31154,True,Boston_bull,0.0371591,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-10
214,219,280,839549326359670784,2017-03-08 18:52:12,Winston,None,None,None,None,26905.0,en,7532.0,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,1.0,swing,0.393527,False,Norwich_terrier,0.05248,True,Pembroke,0.0499006,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-08
215,221,282,839239871831150596,2017-03-07 22:22:32,Odie,None,None,None,None,26571.0,en,6351.0,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3.0,Leonberg,0.927021,True,Newfoundland,0.0500091,True,Saint_Bernard,0.0107278,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-07
216,222,284,838921590096166913,2017-03-07 01:17:48,Arlo,None,None,None,None,10914.0,en,1992.0,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1.0,Border_terrier,0.664538,True,Brabancon_griffon,0.170451,True,Yorkshire_terrier,0.08782360000000003,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-07
217,223,285,838916489579200512,2017-03-07 00:57:32,None,None,None,None,None,0.0,en,33.0,https://pbs.twimg.com/media/C6RkiQZUsAAM4R4.jpg,2.0,web_site,0.993651,False,monitor,0.0014059,False,envelope,0.00109309,False,15/10,8877191.0,13020.0,19.0,1.5,2017-03-07
218,224,287,838561493054533637,2017-03-06 01:26:54,Walter,None,None,None,None,10757.0,en,1294.0,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,1.0,kelpie,0.216562,True,doormat,0.139994,False,dalmatian,0.13282,True,13/10,8877782.0,13020.0,19.0,1.3,2017-03-06
219,225,288,838476387338051585,2017-03-05 19:48:43,Stanley,None,None,None,None,22039.0,en,4641.0,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,3.0,Great_Pyrenees,0.997692,True,kuvasz,0.00100064,True,Newfoundland,0.000404556,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-05
220,226,292,838083903487373313,2017-03-04 17:49:08,Daisy,None,None,None,None,17302.0,en,3037.0,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,2.0,chow,0.800975,True,seat_belt,0.164133,False,Pomeranian,0.017981,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-04
221,227,293,837820167694528512,2017-03-04 00:21:08,None,None,None,pupper,None,33426.0,en,7656.0,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1.0,golden_retriever,0.887625,True,Labrador_retriever,0.0687175,True,kuvasz,0.0303868,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-04
222,228,294,837482249356513284,2017-03-03 01:58:22,Waffles,None,None,None,None,3793.0,en,434.0,https://pbs.twimg.com/media/C59VqMUXEAAzldG.jpg,2.0,birdhouse,0.541196,False,can_opener,0.121094,False,carton,0.0561367,False,13/10,8877191.0,13020.0,19.0,1.3,2017-03-03
223,229,295,837471256429613056,2017-03-03 01:14:41,Vincent,None,None,None,None,12567.0,en,2211.0,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,1.0,Norwegian_elkhound,0.976255,True,keeshond,0.0139902,True,seat_belt,0.00211054,False,12/10,8877191.0,13020.0,19.0,1.2,2017-03-03
224,230,297,837110210464448512,2017-03-02 01:20:01,Clark,None,None,pupper,None,15748.0,en,2309.0,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1.0,Siberian_husky,0.767696,True,Eskimo_dog,0.217079,True,malamute,0.0116568,True,13/10,8877191.0,13020.0,19.0,1.3,2017-03-02
225,231,299,836989968035819520,2017-03-01 17:22:13,Mookie,None,None,None,None,12529.0,en,2249.0,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,1.0,shopping_cart,0.572422,False,shopping_basket,0.414002,False,toy_poodle,0.005887300000000001,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-01
226,232,300,836753516572119041,2017-03-01 01:42:39,Meera,doggo,None,None,None,19022.0,en,4538.0,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,1.0,mortarboard,0.936882,False,academic_gown,0.0208154,False,schipperke,0.0115635,True,12/10,8877191.0,13020.0,19.0,1.2,2017-03-01
227,233,301,836677758902222849,2017-02-28 20:41:37,Oliver,None,None,None,None,12417.0,en,2178.0,https://pbs.twimg.com/media/C5x57-TWUAEawQh.jpg,2.0,leopard,0.7974100000000001,False,jaguar,0.0954866,False,snow_leopard,0.0796941,False,11/10,8877191.0,13020.0,19.0,1.1,2017-02-28
228,234,304,836380477523124226,2017-02-28 01:00:19,Ava,None,None,pupper,None,14524.0,en,2920.0,https://pbs.twimg.com/media/C5trm6iWgAQ22Hw.jpg,1.0,wooden_spoon,0.08248860000000001,False,sliding_door,0.0610165,False,grand_piano,0.0550861,False,12/10,8877191.0,13020.0,19.0,1.2,2017-02-28
229,235,305,836260088725786625,2017-02-27 17:01:56,Lucy,None,None,None,None,20959.0,en,4209.0,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg,1.0,borzoi,0.564688,True,ice_bear,0.07826749999999999,False,Pembroke,0.0579162,True,13/10,8877191.0,13020.0,19.0,1.3,2017-02-27
230,236,306,836001077879255040,2017-02-26 23:52:43,None,None,None,None,None,18750.0,en,4162.0,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg,4.0,Samoyed,0.963558,True,white_wolf,0.0198476,False,malamute,0.00590434,True,13/10,8877191.0,13020.0,19.0,1.3,2017-02-26
231,237,308,835574547218894849,2017-02-25 19:37:50,Eli,None,None,None,None,17500.0,en,3538.0,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg,1.0,Staffordshire_bullterrier,0.6106550000000001,True,muzzle,0.132138,False,American_Staffordshire_terrier,0.109544,True,11/10,8877190.0,13020.0,19.0,1.1,2017-02-25
232,238,311,835297930240217089,2017-02-25 01:18:40,Ash,None,None,None,None,16215.0,en,2932.0,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,1.0,Rottweiler,0.341276,True,Border_terrier,0.33622,True,Gordon_setter,0.0454483,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-25
233,239,312,835264098648616962,2017-02-24 23:04:14,Lola,None,None,None,None,7601.0,en,1654.0,https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg,2.0,hyena,0.736871,False,Chesapeake_Bay_retriever,0.0875033,True,meerkat,0.042057800000000006,False,12/10,8877190.0,13020.0,19.0,1.2,2017-02-24
234,240,314,835172783151792128,2017-02-24 17:01:22,None,None,None,None,None,25740.0,en,5637.0,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,2.0,Border_collie,0.663138,True,collie,0.15249400000000002,True,Cardigan,0.0354706,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-24
235,242,316,834931633769889797,2017-02-24 01:03:08,Tucker,None,None,None,None,10616.0,en,1595.0,https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg,1.0,ice_bear,0.330573,False,soft-coated_wheaten_terrier,0.196476,True,Irish_terrier,0.07309650000000001,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-24
236,243,317,834786237630337024,2017-02-23 15:25:23,Tobi,None,None,None,None,21088.0,en,5392.0,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,1.0,Border_terrier,0.156276,True,Norwegian_elkhound,0.125912,True,Boston_bull,0.0966239,True,13/10,8877190.0,13020.0,19.0,1.3,2017-02-23
237,244,318,834574053763584002,2017-02-23 01:22:14,None,doggo,None,None,None,13427.0,en,2467.0,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1.0,toilet_tissue,0.262936,False,golden_retriever,0.226564,True,bathtub,0.07887899999999999,False,13/10,8877190.0,13020.0,19.0,1.3,2017-02-23
238,245,320,834458053273591808,2017-02-22 17:41:18,Chester,None,None,None,None,9481.0,en,1640.0,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1.0,Rhodesian_ridgeback,0.468619,True,whippet,0.177531,True,redbone,0.106552,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-22
239,246,321,834209720923721728,2017-02-22 01:14:30,Wilson,None,None,None,None,20235.0,en,4638.0,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1.0,golden_retriever,0.754799,True,Pekinese,0.197861,True,Labrador_retriever,0.00865404,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-22
240,247,322,834167344700198914,2017-02-21 22:26:07,Sunshine,None,None,None,None,15575.0,en,3586.0,https://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,1.0,ox,0.991682,False,bison,0.00533452,False,water_buffalo,0.00113025,False,11/10,8877190.0,13020.0,19.0,1.1,2017-02-21
241,248,324,834086379323871233,2017-02-21 17:04:24,Lipton,None,None,None,None,12857.0,en,2161.0,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,1.0,bath_towel,0.736759,False,sleeping_bag,0.0629591,False,Labrador_retriever,0.0452627,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-21
242,249,325,833863086058651648,2017-02-21 02:17:06,Bentley,None,None,None,None,13232.0,en,2356.0,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1.0,kuvasz,0.494969,True,Great_Pyrenees,0.312632,True,golden_retriever,0.141736,True,12/10,8877190.0,13020.0,19.0,1.2,2017-02-21
243,250,326,833826103416520705,2017-02-20 23:50:09,Charlie,None,None,None,None,17822.0,en,3698.0,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,1.0,Chihuahua,0.438054,True,kelpie,0.149706,True,Pembroke,0.0964805,True,13/10,8877190.0,13020.0,19.0,1.3,2017-02-20
244,251,328,833722901757046785,2017-02-20 17:00:04,Bronte,None,None,None,None,20529.0,en,3161.0,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,1.0,West_Highland_white_terrier,0.918144,True,Maltese_dog,0.0257207,True,Lakeland_terrier,0.0202111,True,13/10,8877190.0,13020.0,19.0,1.3,2017-02-20
245,252,329,833479644947025920,2017-02-20 00:53:27,Poppy,None,None,None,None,14646.0,en,2006.0,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3.0,golden_retriever,0.727039,True,cocker_spaniel,0.0711398,True,Tibetan_mastiff,0.048694199999999986,True,13/10,8877190.0,13020.0,19.0,1.3,2017-02-20
246,253,330,833124694597443584,2017-02-19 01:23:00,Gidget,None,None,pupper,None,19908.0,en,4751.0,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,3.0,Cardigan,0.7105229999999999,True,kelpie,0.106102,True,shopping_cart,0.0554755,False,12/10,8877190.0,13020.0,19.0,1.2,2017-02-19
